,SMILES,PC1,PC2,PC3,PC4,PC5,PC6,PC1_normalized,PC2_normalized,Cluster_PC1_PC2,cluster
26,CN(N=C1)C=C1/N=N/C2=C(F)C=CC=C2F,-1.824200342842698,-0.6997517655391688,-1.1160946742435354,0.1459553969876733,0.5790854822256847,0.17488171667225183,-0.16210425186024485,-0.06730072390392705,0,0
27,CN(N=C1C)C(C)=C1/N=N/C2=C(F)C=CC=C2F,-1.5079443512656463,-0.07108788257684807,-0.7130842052865307,0.31895593628868957,0.4928569720657556,0.16137133056208283,-0.13400073729175835,-0.006837090228036642,0,0
28,CN(N=C1C)C(C)=C1/N=N/C2=C(Cl)C=CC=C2Cl,-1.0893024641014415,0.9023591889049523,-0.09594888383681037,0.5736875709065685,0.21969521533738146,0.025862831061001297,-0.09679888598064586,0.086787100262435,0,0
29,CN(N=C1C)C(C)=C1/N=N/C2=C(OC)C=CC=C2OC,0.018011421742381663,-0.3980319330146727,-1.4059158076992337,0.057188271352640846,0.6833458755579468,-0.15944181251424905,0.0016005522956641048,-0.0382819144559449,0,0
30,FC1=CC=CC=C1/N=N/C2=C(F)C=CC=C2,-2.5426454172958772,0.6059910006774978,-0.013693896805724654,-0.24384708228130908,-0.05571419395137702,0.1863114059486583,-0.2259475691547824,0.05828300124893057,0,0
31,FC1=CC=CC(F)=C1/N=N/C2=CC=CC=C2,-2.5426454172958772,0.6059910006774978,-0.013693896805724654,-0.24384708228130908,-0.05571419395137702,0.1863114059486583,-0.2259475691547824,0.05828300124893057,0,0
32,FC1=CC=CC(F)=C1/N=N/C2=C(F)C=CC=C2F,-2.2285831775147336,1.0075717305535092,0.2546245070174407,-0.11260482643710673,0.10938040766563095,0.35835459612759013,-0.19803899835715855,0.09690623188229455,0,0
33,FC1=CC(F)=CC(F)=C1/N=N/C(C(F)=C2)=C(F)C=C2F,-1.9145209377335894,1.4091524604295216,0.5229429108406066,0.01863742940709573,0.2744750092826385,0.5303977863065215,-0.17013042755953467,0.13552946251565862,0,0
34,FC1=C(F)C=C(F)C(F)=C1/N=N/C2=C(F)C(F)=CC(F)=C2F,-1.6004586979524458,1.8107331903055335,0.7912613146637721,0.14987968525129824,0.4395696108996463,0.702440976485453,-0.14222185676191082,0.17415269314902265,0,0
35,FC1=C(F)C(F)=C(F)C(F)=C1/N=N/C2=C(F)C(F)=C(F)C(F)=C2F,-1.2863964581713019,2.2123139201815456,1.0595797184869384,0.28112194109550076,0.6046642125166538,0.8744841666643846,-0.11431328596428696,0.2127759237823867,0,0
36,FC1=CC=CC(F)=C1/N=N/C2=CC=C(C(OCC)=O)C=C2,-0.45544572194724803,0.7871783807639731,-0.35427341327352163,-0.2518152451337366,0.15333531339076392,0.18599464308376482,-0.04047235727637078,0.07570924072784076,0,0
37,FC1=CC(C(OCC)=O)=CC(F)=C1/N=N/C2=C(F)C=C(C(OCC)=O)C=C2F,1.9458162131825243,1.3699464907264594,-0.4265345259181537,-0.12854115214196193,0.5274794223499133,0.35772107039780293,0.17291142539966461,0.13175871084011487,1,1
38,FC1=CC(C(OCC)=O)=CC(F)=C1/N=N/C2=C(F)C=CC=C2F,-0.14138348216610422,1.1887591106399849,-0.08595500945035627,-0.12057298928953421,0.31842991500777207,0.35803783326269645,-0.012563786478746926,0.11433247136120477,0,0
39,FC1=CC(C(OCC)=O)=CC(F)=C1/N=N/C2=CC=C(C(OCC)=O)C=C2,1.631753973401381,0.9683657608504485,-0.6948529297413188,-0.2597834079861642,0.36238482073290484,0.18567788021887088,0.14500285460204082,0.09313548020675094,1,1
40,FC1=CC(C(OCC)=O)=CC(F)=C1/N=N/C2=CC=CC=C2,-0.4554457219472481,0.7871783807639733,-0.35427341327352163,-0.25181524513373665,0.15333531339076406,0.1859946430837647,-0.04047235727637079,0.07570924072784077,0,0
41,C12=CC=CC=C1CCC3=CC=CC=C3/N=N\2,-3.117784989497875,0.3234793435229126,0.01138813038654845,0.5822030608756825,0.019577591059374653,0.2774308146799737,-0.27705630314489854,0.031111595653188114,0,0
42,NC1=CC(/N=N\2)=C(CCC3=C2C=C(N)C=C3)C=C1,-1.0832084536287874,-2.4347346804871783,1.2365638071036689,1.1786217679713082,0.07068301115559113,0.23228599994615357,-0.09625735280290361,-0.2341679072213953,0,0
43,NC1=CC(CCC2=C3C=CC(N)=C2)=C(/N=N\3)C=C1,-1.083208453628787,-2.4347346804871783,1.2365638071036686,1.1786217679713082,0.07068301115559077,0.23228599994615384,-0.09625735280290357,-0.2341679072213953,0,0
44,OCC(C=C1)=CC2=C1CCC3=C(/N=N\2)C=C(CO)C=C3,-0.6179755717234529,-2.216347253603763,1.1675184288627465,0.23575163183350292,0.6083244020914319,0.25574676294938126,-0.05491527732421641,-0.2131638417161871,0,0
45,OCCC1=CC(/N=N\2)=C(CCC3=C2C=C(CCO)C=C3)C=C1,0.07293568130846047,-1.9171277219032035,1.1635745498388264,-0.5658337915709268,0.7417277196588905,0.3374011307581814,0.006481296913912898,-0.18438550619583963,0,0
46,[N-]=[N+]=NCC(C=C1)=CC2=C1CCC3=C(/N=N\2)C=C(CN=[N+]=[N-])C=C3,1.1622785254050683,1.1998645179195155,0.018417578124316162,0.6442547633108276,-1.7862922785793272,0.984694210832197,0.10328377118952439,0.11540056720028347,1,1
47,[N-]=[N+]=NCCC1=CC(/N=N\2)=C(CCC3=C2C=C(CCN=[N+]=[N-])C=C3)C=C1,1.8531897784369813,1.4990840496200761,0.014473699100395903,-0.1573306600936019,-1.6528889610118687,1.0663485786409972,0.16468034542765367,0.14417890272063102,1,1
48,NCC1=CC(/N=N\2)=C(CCC3=C2C=C(CN)C=C3)C=C1,-0.4516962379265476,-2.3975677526070136,1.0716631343109329,0.3183248846657432,0.38236110432461085,0.4363670914375917,-0.04013916618558827,-0.23059326650620854,0,0
49,NCCC1=CC(/N=N\2)=C(CCC3=C2C=C(CCN)C=C3)C=C1,0.23921501510536547,-2.098348220906454,1.0677192552870123,-0.48326053873868624,0.5157644218920694,0.5180214592463921,0.02125740805254101,-0.2018149309858611,0,0
50,C=CC1=CC(/N=N\2)=C(CCC3=C2C=C(C=C)C=C3)C=C1,-2.0357147618882827,1.6920586685755599,0.6787101070575106,0.0477298082370801,-0.2821594104631335,0.0993933377640644,-0.1809000967308844,0.1627388152358665,0,0
51,CC(C)(C)OCC1=CC(/N=N\2)=C(CCC3=C2C=C(COC(C)(C)C)C=C3)C=C1,0.48312206975950794,3.1180723783565814,1.1204112808564484,0.2889005928301095,-0.11390905341407546,-0.08004019609007905,0.042931765681775945,0.29988995895786863,1,1
52,CC(OCCC1=CC=C2CCC3=CC=C(CCOC(C)(C)C)C=C3/N=N\C2=C1)(C)C,1.1740333227914217,3.417291910057142,1.1164674018325287,-0.5126848305743198,0.019494264153383525,0.00161417171872122,0.1043283399199053,0.3286682944782162,1,1
53,CC(NC(C=C1)=CC(OC)=C1/N=N/C2=C(OC)C=C(NC(C)=O)C=C2)=O,2.3419987452009163,-1.4328507450524852,1.0161421970855118,-0.4124545428365776,0.320020278833211,0.17414021379190442,0.20811746688788121,-0.13780871608664155,1,1
54,CC(NC(C=C1OC)=CC(OC)=C1/N=N/C2=C(OC)C=C(NC(C)=O)C=C2OC)=O,4.182016757990088,-1.3582140656142976,0.5916289984959746,-0.5429799519284234,0.6756037839424096,0.025370260894503633,0.3716273272729275,-0.13063030968118575,1,1
55,COC(C=CN=C1)=C1/N=N/C2=CC=CC=C2,-1.5135743948434315,-0.4345754025669771,-1.0547503060436882,-0.2087462328342255,0.1662518703273673,-0.025216968151214533,-0.13450104089366163,-0.04179659219732394,0,0
56,C1(/N=N/C2=CC=CC=C2)=CC=CN=C1,-2.4335834012380184,-0.4718937422860711,-0.8424937067489197,-0.14348352828830266,-0.011539882227231627,0.04916800829748602,-0.21625597108618488,-0.045385795400051866,0,0
57,CC1=C(/N=N/C2=CC=CC=C2)C=NC=C1,-2.2754554054494918,-0.15756180080491017,-0.6409884722704171,-0.05698325863779441,-0.05465413730719649,0.04241281524240134,-0.20220421380194156,-0.015153978562106603,0,0
58,CC(C)C1=C(/N=N/C2=CC=CC=C2)C=NC=C1,-1.6888455263281168,0.6726694587219908,-0.21647442514617324,-0.2892105197204627,-0.28025406000602404,-0.09463972822203336,-0.15007619181033566,0.06469600185312957,0,0
59,IC1=C(/N=N/C2=CC=CC=C2)C=NC=C1,-1.400676968449554,0.6421134527843945,-0.08246122808707705,0.25050679979502405,0.764160792772599,0.7871412598050302,-0.12446861604825928,0.061757186375288785,0,0
60,CN(C)C1=C(/N=N/C2=CC=CC=C2)C=NC=C1,-1.5072929458662012,-0.2622005325460373,-0.9496360421841858,-0.22006171475518038,0.3759802225356657,-0.03529944948879413,-0.1339428513334813,-0.025217922293839127,0,0
61,O=C(N(CCC)C=C1/N=N/C2=CC=C(C(C)(C)C)C=C2)NC1=O,0.5849863079609608,-0.9505058102110782,0.04718448335125888,0.003980510630691508,0.462045807505268,0.4470336064634293,0.05198374628782509,-0.09141774590994374,1,1
62,O=C(COC1=C(/N=N\C2=C(OC3)C=CC=C2)C=CC=C1)O[C@H]4[C@H](OCC5=CC=CC=C5)[C@@H](OCC6=CC=CC=C6)[C@H](SC7=CC=CC=C7)O[C@@H]4COC3=O,8.135469147323892,4.688226813818016,0.6976692581066234,2.0675179104494825,1.8047400627842356,0.1711446580447591,0.7229436968551015,0.45090426910554543,1,1
63,CC1=C(C(C)=NN1)/N=N/C2=C(F)C=CC=C2,-1.6593383165590727,-1.1770535215130207,0.345593051491669,-0.024506834562089307,-0.012549135589959803,0.22928103468870636,-0.14745408718084066,-0.11320665123360621,0,0
64,CC1=C(C(C)=NN1)/N=N/C2=CC(F)=CC=C2,-1.6593383165590727,-1.1770535215130207,0.345593051491669,-0.024506834562089307,-0.012549135589959803,0.22928103468870636,-0.14745408718084066,-0.11320665123360621,0,0
65,CC1=C(C(C)=NN1)/N=N/C2=CC=C(F)C=C2,-1.6593383165590727,-1.1770535215130207,0.345593051491669,-0.024506834562089307,-0.012549135589959803,0.22928103468870636,-0.14745408718084066,-0.11320665123360621,0,0
66,CC1=C(C(C)=NN1)/N=N/C2=C(Cl)C=CC=C2,-1.4500173729769699,-0.6903299857721196,0.6541607122165295,0.10285898274685047,-0.14913001395414727,0.16152678493816539,-0.1288531615252844,-0.0663945559883703,0,0
67,CC1=C(C(C)=NN1)/N=N/C2=CC(Cl)=CC=C2,-1.45001737297697,-0.6903299857721202,0.6541607122165292,0.10285898274685032,-0.1491300139541468,0.1615267849381657,-0.12885316152528442,-0.06639455598837037,0,0
68,CC1=C(C(C)=NN1)/N=N/C2=CC=C(Cl)C=C2,-1.45001737297697,-0.6903299857721202,0.6541607122165292,0.10285898274685032,-0.1491300139541468,0.1615267849381657,-0.12885316152528442,-0.06639455598837037,0,0
69,CC1=C(C(C)=NN1)/N=N/C2=C(Br)C=CC=C2,-1.1076803361511858,-0.3819185010722146,0.8700501807346872,0.2223668245905846,0.17641087604164565,0.4567457845860462,-0.09843200221762925,-0.0367321568308698,0,0
70,CC1=C(C(C)=NN1)/N=N/C2=CC(Br)=CC=C2,-1.107680336151186,-0.3819185010722153,0.8700501807346868,0.22236682459058446,0.17641087604164613,0.45674578458604653,-0.09843200221762928,-0.03673215683086987,0,0
71,CC1=C(C(C)=NN1)/N=N/C2=CC=C(Br)C=C2,-1.107680336151186,-0.3819185010722153,0.8700501807346868,0.22236682459058446,0.17641087604164613,0.45674578458604653,-0.09843200221762928,-0.03673215683086987,0,0
72,CC1=C(C(C)=NN1)/N=N/C2=CC(O)=CC=C2,-0.8661544692924548,-2.59546015551146,0.9154852390712989,0.1826751535002788,-0.004782182433872671,-0.002737348236777208,-0.07696924451908636,-0.2496261616362335,0,0
73,CC1=C(C(C)=NN1)/N=N/C2=C(C(F)(F)F)C=CC=C2,-1.134712328397292,-0.2298083889278912,0.9575046931600983,0.24506447005257515,-0.04794460602070437,0.2864942601953622,-0.10083415113539472,-0.022102510769837512,0,0
74,CC1=C(C(C)=NN1)/N=N/C2=CC(C(F)(F)F)=CC=C2,-1.134712328397292,-0.2298083889278912,0.9575046931600983,0.24506447005257515,-0.04794460602070437,0.2864942601953622,-0.10083415113539472,-0.022102510769837512,0,0
75,CC1=C(C(C)=NN1)/N=N/C2=CC=C(C(F)(F)F)C=C2,-1.134712328397292,-0.2298083889278912,0.9575046931600983,0.24506447005257515,-0.04794460602070437,0.2864942601953622,-0.10083415113539472,-0.022102510769837512,0,0
76,CC1=C(C(C)=NN1)/N=N/C2=C(OC)C=CC=C2,-0.8963604300550585,-1.340525546731933,-0.0008227497146826916,-0.15539066703011373,0.0826953161561361,0.06887446315054041,-0.07965344238712943,-0.12892906334756032,0,0
77,CC1=C(C(C)=NN1)/N=N/C2=CC(OC)=CC=C2,-0.8963604300550584,-1.3405255467319321,-0.0008227497146823215,-0.1553906670301136,0.08269531615613566,0.06887446315054013,-0.07965344238712942,-0.12892906334756024,0,0
78,CC1=C(C(C)=NN1)/N=N/C2=CC=C(OC)C=C2,-0.8963604300550585,-1.340525546731933,-0.0008227497146826916,-0.15539066703011373,0.0826953161561361,0.06887446315054041,-0.07965344238712943,-0.12892906334756032,0,0
79,CC1=C(C(C)=NN1)/N=N/C2=C(C)C=CC=C2,-1.6582414406611186,-1.0635119449698658,0.4129390840585885,-0.003627692833682454,-0.13821069147842843,0.13650424654415608,-0.14735661529540933,-0.10228644971234296,0,0
80,CC1=C(C(C)=NN1)/N=N/C2=CC(C)=CC=C2,-1.6582414406611188,-1.0635119449698662,0.4129390840585881,-0.0036276928336826074,-0.138210691478428,0.13650424654415638,-0.14735661529540933,-0.102286449712343,0,0
81,CC1=C(C(C)=NN1)/N=N/C2=CC=C(C)C=C2,-1.6582414406611186,-1.0635119449698658,0.4129390840585885,-0.003627692833682454,-0.13821069147842843,0.13650424654415608,-0.14735661529540933,-0.10228644971234296,0,0
82,CC1=C(C(C)=NN1)/N=N/C2=CC(C(O)=O)=CC=C2,-0.14280307918851595,-2.5888033487737885,0.8586510035011359,-0.04921268304107869,-0.15003217300872598,0.41505468155408176,-0.012689936391043554,-0.24898592329115607,0,0
83,CC1=C(C(C)=NN1)/N=N/C2=CC=C(C(O)=O)C=C2,-0.14280307918851595,-2.5888033487737885,0.8586510035011359,-0.04921268304107869,-0.15003217300872598,0.41505468155408176,-0.012689936391043554,-0.24898592329115607,0,0
84,CC1=C(C(C)=NN1)/N=N/C2=CC(NC(C)=O)=CC=C2,-0.1370252417052615,-2.233792734097107,1.0727676977320553,-0.04354786029380071,-0.0024736517522641055,0.2975804150590306,-0.012176499352031986,-0.21484171310412026,0,0
85,CC1=C(C(C)=NN1)/N=N/C2=CC=C(NC(C)=O)C=C2,-0.1370252417052615,-2.233792734097107,1.0727676977320553,-0.04354786029380071,-0.0024736517522641055,0.2975804150590306,-0.012176499352031986,-0.21484171310412026,0,0
86,CC1=NOC(C)=C1/N=N/C2=CC=CC=C2,-1.7355315718369146,-0.42152085313109383,-0.9460361315821254,0.27315474906959003,-0.09638718973380653,-0.08284834178681705,-0.1542248624918265,-0.040541031767837084,0,0
87,CC1=NOC(C)=C1/N=N/C2=C(F)C=CC=C2,-1.5785004519463426,-0.2207304881930879,-0.8118769296705425,0.33877587699169126,-0.01383988892530286,0.003173253302648512,-0.14027057709301455,-0.021229416451155076,0,0
88,CC1=NOC(C)=C1/N=N/C2=CC(F)=CC=C2,-1.5785004519463426,-0.2207304881930879,-0.8118769296705425,0.33877587699169126,-0.01383988892530286,0.003173253302648512,-0.14027057709301455,-0.021229416451155076,0,0
89,CC1=NOC(C)=C1/N=N/C2=CC=C(F)C=C2,-1.5785004519463426,-0.2207304881930879,-0.8118769296705425,0.33877587699169126,-0.01383988892530286,0.003173253302648512,-0.14027057709301455,-0.021229416451155076,0,0
90,CC1=NOC(C)=C1/N=N/C2=C(Cl)C=CC=C2,-1.3691795083642404,0.2659930475478122,-0.5033092689456823,0.466141694300631,-0.15042076728948992,-0.06458099644789211,-0.12166965143745834,0.02558267879408074,0,0
91,CC1=NOC(C)=C1/N=N/C2=CC(Cl)=CC=C2,-1.3691795083642404,0.2659930475478122,-0.5033092689456823,0.466141694300631,-0.15042076728948992,-0.06458099644789211,-0.12166965143745834,0.02558267879408074,0,0
92,CC1=NOC(C)=C1/N=N/C2=CC=C(Cl)C=C2,-1.3691795083642406,0.26599304754781156,-0.5033092689456826,0.4661416943006308,-0.15042076728948947,-0.06458099644789181,-0.12166965143745835,0.025582678794080674,0,0
93,CC1=NOC(C)=C1/N=N/C2=C(Br)C=CC=C2,-1.0268424715384572,0.574404532247717,-0.28741980042752485,0.5856495361443648,0.17512012270630228,0.230638003199988,-0.09124849212980328,0.05524507795158122,0,0
94,CC1=NOC(C)=C1/N=N/C2=CC(Br)=CC=C2,-1.0268424715384572,0.574404532247717,-0.28741980042752485,0.5856495361443648,0.17512012270630228,0.230638003199988,-0.09124849212980328,0.05524507795158122,0,0
95,CC1=NOC(C)=C1/N=N/C2=CC=C(Br)C=C2,-1.0268424715384572,0.574404532247717,-0.28741980042752485,0.5856495361443648,0.17512012270630228,0.230638003199988,-0.09124849212980328,0.05524507795158122,0,0
96,CC1=NOC(C)=C1/N=N/C2=CC=C(I)C=C2,-0.7026251390484515,0.6924863419393708,-0.18600365292028312,0.6671450771529166,0.6793134852660245,0.655124909720727,-0.06243750745390101,0.06660195000750346,0,0
97,CC1=NOC(C)=C1/N=N/C2=CC(O)=CC=C2,-0.7853166046797248,-1.6391371221915276,-0.24198474209091203,0.5459578650540593,-0.006072935769215837,-0.22884512962283493,-0.06978573443126027,-0.15764892685378243,0,0
98,CC1=NOC(C)=C1/N=N/C2=CC(C(F)(F)F)=CC=C2,-1.0538744637845627,0.7265146443920407,-0.19996528800211363,0.6083471816063555,-0.0492353593560472,0.060386478809304395,-0.09365064104756869,0.06987472401261353,0,0
99,CC1=NOC(C)=C1/N=N/C2=CC=C(C(F)(F)F)C=C2,-1.0538744637845627,0.7265146443920407,-0.19996528800211363,0.6083471816063555,-0.0492353593560472,0.060386478809304395,-0.09365064104756869,0.06987472401261353,0,0
100,CC1=NOC(C)=C1/N=N/C2=C(OC)C=CC=C2,-0.8155225654423288,-0.38420251341199957,-1.1582927308768938,0.20789204452366708,0.08140456282079227,-0.1572333182355176,-0.07246993229930335,-0.03695182856510914,0,0
101,CC1=NOC(C)=C1/N=N/C2=CC(OC)=CC=C2,-0.8155225654423289,-0.38420251341200023,-1.1582927308768942,0.20789204452366689,0.08140456282079274,-0.15723331823551728,-0.07246993229930336,-0.03695182856510921,0,0
102,CC1=NOC(C)=C1/N=N/C2=CC=C(OC)C=C2,-0.8155225654423289,-0.38420251341200023,-1.1582927308768942,0.20789204452366689,0.08140456282079274,-0.15723331823551728,-0.07246993229930336,-0.03695182856510921,0,0
103,CC1=NOC(C)=C1/N=N/C2=C([N+]([O-])=O)C=CC=C2,0.15045531564437828,-0.806111183312224,-1.5239036192196032,0.7402119966877223,-0.3025478780161915,0.10843824840612222,0.013369938492020146,-0.07753015977339059,0,0
104,CC1=NOC(C)=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,0.15045531564437828,-0.806111183312224,-1.5239036192196032,0.7402119966877223,-0.3025478780161915,0.10843824840612222,0.013369938492020146,-0.07753015977339059,0,0
105,CC1=NOC(C)=C1/N=N/C2=CC=C(C)C=C2,-1.5774035760483889,-0.10718891164993392,-0.7445308971036234,0.35965501872009803,-0.1395014448137709,-0.0896035348419014,-0.14017310520758325,-0.010309214929891924,0,0
106,CC1=NOC(C)=C1/N=N/C2=CC(NC(C)=O)=CC=C2,-0.056187377092531965,-1.277469700777174,-0.0847022834301559,0.3197348512599799,-0.0037644050876074683,0.07147263367297244,-0.0049929892642059225,-0.12286447832166911,0,0
107,CC1=NOC(C)=C1/N=N/C2=CC=C(NC(C)=O)C=C2,-0.056187377092531965,-1.277469700777174,-0.0847022834301559,0.3197348512599799,-0.0037644050876074683,0.07147263367297244,-0.0049929892642059225,-0.12286447832166911,0,0
108,CC1=C(/N=N/C2=C3C=CC=CC3=CC=C2)C(C)=NO1,-1.1618345328386335,0.7416972629352772,-0.2014591730025711,0.591135238975423,-0.27847986527545016,-0.12634583481555123,-0.10324431659612088,0.07133495786844338,0,0
109,CC1=C(/N=N/C2=CC(Cl)=CC=C2Cl)C(C)=NO1,-1.002827444891566,0.9535069482267181,-0.06058240630923942,0.6591286395316716,-0.20445434484517241,-0.046313651108966576,-0.08911444038309015,0.09170638935599855,0,0
110,CC1=C(/N=N/C2=C(Cl)C=CC=C2Cl)C(C)=NO1,-1.002827444891566,0.9535069482267181,-0.06058240630923942,0.6591286395316716,-0.20445434484517241,-0.046313651108966576,-0.08911444038309015,0.09170638935599855,0,0
111,CC1=C(/N=N/C2=CC=C(F)C=C2F)C(C)=NO1,-1.421469332055771,-0.019940123255082574,-0.67771772775896,0.40439700491379243,0.0687074118832014,0.08919484839211458,-0.12631629169420266,-0.0019178011344731212,0,0
112,CC1=C(/N=N/C2=CC(F)=CC=C2F)C(C)=NO1,-1.4214693320557708,-0.01994012325508182,-0.6777177277589596,0.40439700491379255,0.06870741188320088,0.08919484839211424,-0.12631629169420264,-0.0019178011344730488,0,0
113,CC1=C(/N=N/C2=C(F)C=CC=C2F)C(C)=NO1,-1.4214693320557708,-0.01994012325508182,-0.6777177277589596,0.40439700491379255,0.06870741188320088,0.08919484839211424,-0.12631629169420264,-0.0019178011344730488,0,0
114,CC1=C(/N=N/C2=CC(F)=CC(F)=C2)C(C)=NO1,-1.4214693320557708,-0.01994012325508182,-0.6777177277589596,0.40439700491379255,0.06870741188320088,0.08919484839211424,-0.12631629169420264,-0.0019178011344730488,0,0
